0.000000,0.000000,0.000001,0.000003,0.000008,0.000015,0.000027,0.000042,0.000063,0.000090,0.000123,0.000164,0.000213,0.000271,0.000338,0.000416,0.000504,0.000605,0.000718,0.000845,0.000985,0.001140,0.001311,0.001498,0.001702,0.001924,0.002164,0.002424,0.002703,0.003003,0.003325,0.003669,0.004035,0.004425,0.004840,0.005280,0.005745,0.006238,0.006757,0.007305,0.007881,0.008487,0.009123,0.009791,0.010490,0.011221,0.011986,0.012785,0.013619,0.014488,0.015393,0.016335,0.017315,0.018333,0.019391,0.020488,0.021626,0.022805,0.024027,0.025291,0.026599,0.027951,0.029349,0.030792,0.032281,0.033818,0.035403,0.037037,0.038720,0.040454,0.042238,0.044074,0.045963,0.047905,0.049901,0.051951,0.054057,0.056219,0.058438,0.060715,0.063050,0.065444,0.067897,0.070412,0.072988,0.075626,0.078326,0.081090,0.083919,0.086812,0.089772,0.092797,0.095890,0.099051,0.102281,0.105580,0.108950,0.112390,0.115902,0.119486,0.123144,0.126875,0.130681,0.134562,0.138520,0.142554,0.146666,0.150856,0.155125,0.159475,0.163904,0.168415,0.173008,0.177684,0.182443,0.187286,0.192214,0.197228,0.202329,0.207517,0.212792,0.218156,0.223610,0.229154,0.234789,0.240515,0.246333,0.252245,0.258251,0.264351,0.270546,0.276838,0.283226,0.289712,0.296296,0.302979,0.309762,0.316646,0.323630,0.330717,0.337906,0.345199,0.352596,0.360097,0.367705,0.375419,0.383240,0.391168,0.399206,0.407353,0.415610,0.423977,0.432457,0.441048,0.449753,0.458571,0.467504,0.476553,0.485717,0.494998,0.504396,0.513913,0.523548,0.533304,0.543180,0.553176,0.563295,0.573537,0.583902,0.594391,0.605004,0.615744,0.626610,0.637603,0.648723,0.659973,0.671351,0.682860,0.694499,0.706270,0.718173,0.730210,0.742380,0.754684,0.767124,0.779699,0.792411,0.805261,0.818249,0.831376,0.844642,0.858049,0.871597,0.885286,0.899119,0.913094,0.927214,0.941479,0.955889,0.970445,0.985149,0.000000
0.000025,0.000190,0.000331,0.000458,0.000578,0.000692,0.000804,0.000915,0.001027,0.001141,0.001257,0.001378,0.001505,0.001637,0.001777,0.001924,0.002081,0.002247,0.002424,0.002613,0.002814,0.003028,0.003255,0.003498,0.003756,0.004031,0.004323,0.004632,0.004961,0.005308,0.005676,0.006065,0.006476,0.006910,0.007366,0.007847,0.008352,0.008884,0.009441,0.010025,0.010638,0.011279,0.011949,0.012650,0.013381,0.014144,0.014939,0.015767,0.016629,0.017526,0.018458,0.019426,0.020431,0.021473,0.022554,0.023673,0.024833,0.026033,0.027274,0.028557,0.029883,0.031252,0.032665,0.034123,0.035627,0.037177,0.038775,0.040420,0.042113,0.043856,0.045649,0.047493,0.049388,0.051335,0.053336,0.055390,0.057498,0.059661,0.061880,0.064156,0.066488,0.068879,0.071329,0.073837,0.076406,0.079036,0.081727,0.084481,0.087298,0.090178,0.093122,0.096132,0.099207,0.102349,0.105558,0.108836,0.112181,0.115596,0.119081,0.122637,0.126264,0.129963,0.133736,0.137581,0.141501,0.145495,0.149566,0.153712,0.157935,0.162236,0.166615,0.171073,0.175611,0.180229,0.184928,0.189709,0.194572,0.199517,0.204547,0.209660,0.214858,0.220142,0.225512,0.230969,0.236513,0.242145,0.247866,0.253676,0.259576,0.265566,0.271647,0.277819,0.284084,0.290442,0.296892,0.303436,0.310075,0.316808,0.323637,0.330561,0.337582,0.344699,0.351914,0.359225,0.366635,0.374143,0.381749,0.389454,0.397259,0.405163,0.413166,0.421269,0.429472,0.437775,0.446177,0.454680,0.463282,0.471984,0.480785,0.489685,0.498683,0.507779,0.516972,0.526261,0.535645,0.545123,0.554694,0.564354,0.574104,0.583939,0.593858,0.603857,0.613932,0.624079,0.634292,0.644567,0.654894,0.665267,0.675675,0.686105,0.696544,0.706973,0.717373,0.727716,0.737971,0.748096,0.758040,0.767737,0.777099,0.786010,0.794312,0.801782,0.808100,0.812784,0.815083,0.813747,0.806560,0.789225,0.752489,0.673804,0.490526,0.004975
0.000099,0.000404,0.000674,0.000922,0.001153,0.001372,0.001583,0.001788,0.001989,0.002188,0.002387,0.002588,0.002790,0.002996,0.003207,0.003424,0.003647,0.003879,0.004119,0.004369,0.004629,0.004901,0.005185,0.005483,0.005794,0.006121,0.006463,0.006822,0.007199,0.007593,0.008007,0.008441,0.008895,0.009370,0.009868,0.010389,0.010934,0.011503,0.012098,0.012718,0.013366,0.014041,0.014745,0.015478,0.016240,0.017034,0.017858,0.018715,0.019605,0.020529,0.021487,0.022480,0.023509,0.024575,0.025678,0.026819,0.027999,0.029219,0.030479,0.031780,0.033123,0.034508,0.035937,0.037409,0.038927,0.040489,0.042098,0.043754,0.045458,0.047209,0.049010,0.050860,0.052761,0.054713,0.056717,0.058774,0.060883,0.063047,0.065266,0.067540,0.069870,0.072256,0.074701,0.077203,0.079764,0.082385,0.085067,0.087809,0.090613,0.093479,0.096408,0.099401,0.102458,0.105580,0.108768,0.112022,0.115344,0.118733,0.122190,0.125717,0.129313,0.132979,0.136717,0.140526,0.144407,0.148361,0.152389,0.156491,0.160668,0.164920,0.169248,0.173652,0.178134,0.182694,0.187332,0.192049,0.196846,0.201723,0.206680,0.211719,0.216839,0.222042,0.227328,0.232697,0.238150,0.243687,0.249309,0.255017,0.260810,0.266690,0.272656,0.278709,0.284849,0.291078,0.297394,0.303799,0.310293,0.316876,0.323548,0.330310,0.337161,0.344103,0.351134,0.358255,0.365467,0.372768,0.380160,0.387641,0.395213,0.402873,0.410623,0.418461,0.426387,0.434401,0.442502,0.450689,0.458961,0.467316,0.475754,0.484274,0.492872,0.501548,0.510300,0.519124,0.528017,0.536978,0.546001,0.555084,0.564220,0.573404,0.582631,0.591893,0.601182,0.610488,0.619801,0.629108,0.638393,0.647639,0.656827,0.665931,0.674923,0.683768,0.692423,0.700837,0.708947,0.716674,0.723916,0.730547,0.736400,0.741254,0.744814,0.746668,0.746236,0.742669,0.734681,0.720250,0.696052,0.656374,0.591038,0.481754,0.298177,0.009950
0.000223,0.000651,0.001041,0.001401,0.001739,0.002060,0.002367,0.002664,0.002953,0.003236,0.003516,0.003795,0.004072,0.004351,0.004632,0.004917,0.005206,0.005502,0.005804,0.006114,0.006433,0.006762,0.007101,0.007453,0.007817,0.008195,0.008587,0.008995,0.009418,0.009859,0.010318,0.010795,0.011292,0.011809,0.012347,0.012908,0.013491,0.014097,0.014728,0.015385,0.016067,0.016775,0.017511,0.018276,0.019069,0.019892,0.020746,0.021631,0.022548,0.023497,0.024481,0.025498,0.026551,0.027639,0.028764,0.029926,0.031126,0.032365,0.033643,0.034961,0.036321,0.037721,0.039165,0.040651,0.042181,0.043756,0.045375,0.047041,0.048753,0.050513,0.052321,0.054177,0.056083,0.058039,0.060046,0.062105,0.064215,0.066379,0.068596,0.070867,0.073194,0.075576,0.078014,0.080510,0.083063,0.085674,0.088345,0.091075,0.093865,0.096717,0.099630,0.102605,0.105644,0.108745,0.111911,0.115142,0.118439,0.121801,0.125230,0.128727,0.132291,0.135924,0.139627,0.143398,0.147241,0.151154,0.155139,0.159195,0.163325,0.167527,0.171804,0.176154,0.180580,0.185081,0.189657,0.194310,0.199040,0.203848,0.208733,0.213696,0.218738,0.223859,0.229060,0.234341,0.239703,0.245145,0.250668,0.256272,0.261959,0.267727,0.273578,0.279511,0.285527,0.291626,0.297808,0.304074,0.310423,0.316855,0.323370,0.329969,0.336651,0.343417,0.350265,0.357196,0.364209,0.371304,0.378481,0.385739,0.393077,0.400495,0.407991,0.415565,0.423215,0.430941,0.438741,0.446613,0.454555,0.462566,0.470643,0.478783,0.486984,0.495243,0.503555,0.511916,0.520323,0.528770,0.537251,0.545759,0.554288,0.562828,0.571370,0.579903,0.588415,0.596892,0.605316,0.613670,0.621930,0.630071,0.638063,0.645870,0.653450,0.660752,0.667714,0.674263,0.680308,0.685735,0.690404,0.694136,0.696699,0.697794,0.697021,0.693841,0.687508,0.676974,0.660722,0.636522,0.601025,0.549181,0.473535,0.363998,0.210478,0.014925
0.000396,0.000937,0.001437,0.001904,0.002343,0.002761,0.003161,0.003548,0.003922,0.004288,0.004647,0.005002,0.005353,0.005704,0.006054,0.006405,0.006759,0.007118,0.007481,0.007850,0.008227,0.008612,0.009006,0.009411,0.009826,0.010254,0.010696,0.011151,0.011621,0.012107,0.012610,0.013130,0.013669,0.014227,0.014805,0.015404,0.016024,0.016668,0.017334,0.018025,0.018741,0.019482,0.020250,0.021045,0.021868,0.022720,0.023602,0.024514,0.025458,0.026433,0.027440,0.028482,0.029557,0.030667,0.031813,0.032995,0.034214,0.035471,0.036767,0.038102,0.039477,0.040893,0.042350,0.043849,0.045391,0.046977,0.048607,0.050282,0.052002,0.053769,0.055583,0.057445,0.059355,0.061315,0.063324,0.065384,0.067494,0.069657,0.071872,0.074141,0.076463,0.078840,0.081272,0.083759,0.086304,0.088905,0.091564,0.094281,0.097058,0.099894,0.102790,0.105747,0.108766,0.111847,0.114990,0.118197,0.121468,0.124803,0.128203,0.131669,0.135202,0.138801,0.142467,0.146201,0.150004,0.153875,0.157816,0.161827,0.165909,0.170062,0.174286,0.178582,0.182950,0.187392,0.191907,0.196495,0.201158,0.205895,0.210707,0.215595,0.220558,0.225598,0.230713,0.235905,0.241175,0.246521,0.251945,0.257446,0.263025,0.268682,0.274418,0.280231,0.286122,0.292092,0.298139,0.304265,0.310469,0.316750,0.323109,0.329545,0.336058,0.342648,0.349313,0.356054,0.362870,0.369759,0.376722,0.383757,0.390862,0.398038,0.405282,0.412593,0.419969,0.427408,0.434908,0.442467,0.450082,0.457750,0.465468,0.473233,0.481039,0.488884,0.496761,0.504665,0.512589,0.520528,0.528473,0.536415,0.544344,0.552249,0.560118,0.567935,0.575684,0.583348,0.590903,0.598325,0.605586,0.612652,0.619485,0.626037,0.632255,0.638075,0.643419,0.648194,0.652286,0.655556,0.657831,0.658893,0.658468,0.656202,0.651636,0.644166,0.632983,0.616996,0.594713,0.564091,0.522344,0.465791,0.389923,0.290226,0.164813,0.019899
0.000619,0.001264,0.001866,0.002433,0.002969,0.003480,0.003970,0.004443,0.004901,0.005347,0.005783,0.006212,0.006636,0.007056,0.007474,0.007891,0.008309,0.008729,0.009152,0.009579,0.010013,0.010453,0.010900,0.011357,0.011824,0.012301,0.012790,0.013292,0.013808,0.014339,0.014885,0.015447,0.016027,0.016625,0.017241,0.017878,0.018536,0.019215,0.019916,0.020641,0.021389,0.022162,0.022961,0.023787,0.024639,0.025519,0.026428,0.027367,0.028336,0.029335,0.030367,0.031431,0.032528,0.033660,0.034826,0.036027,0.037265,0.038540,0.039852,0.041203,0.042593,0.044023,0.045493,0.047004,0.048558,0.050154,0.051793,0.053477,0.055205,0.056978,0.058798,0.060665,0.062578,0.064540,0.066551,0.068612,0.070722,0.072883,0.075096,0.077360,0.079678,0.082049,0.084473,0.086953,0.089487,0.092078,0.094725,0.097429,0.100191,0.103011,0.105890,0.108828,0.111827,0.114886,0.118006,0.121188,0.124433,0.127740,0.131111,0.134546,0.138045,0.141610,0.145240,0.148936,0.152698,0.156528,0.160425,0.164389,0.168423,0.172525,0.176696,0.180937,0.185248,0.189630,0.194082,0.198606,0.203201,0.207868,0.212607,0.217418,0.222303,0.227260,0.232290,0.237393,0.242570,0.247821,0.253145,0.258543,0.264015,0.269560,0.275180,0.280873,0.286640,0.292480,0.298393,0.304379,0.310438,0.316569,0.322771,0.329045,0.335389,0.341804,0.348287,0.354838,0.361457,0.368141,0.374891,0.381704,0.388578,0.395513,0.402506,0.409556,0.416659,0.423814,0.431017,0.438266,0.445556,0.452885,0.460248,0.467640,0.475057,0.482492,0.489940,0.497392,0.504842,0.512281,0.519699,0.527084,0.534425,0.541708,0.548917,0.556034,0.563040,0.569912,0.576623,0.583143,0.589438,0.595468,0.601186,0.606538,0.611459,0.615875,0.619693,0.622808,0.625087,0.626372,0.626470,0.625138,0.622077,0.616910,0.609156,0.598204,0.583263,0.563314,0.537045,0.502784,0.458470,0.401718,0.330139,0.242171,0.138649,0.024873
0.000891,0.001633,0.002332,0.002993,0.003621,0.004221,0.004797,0.005352,0.005891,0.006414,0.006926,0.007428,0.007922,0.008411,0.008895,0.009376,0.009856,0.010336,0.010818,0.011303,0.011792,0.012286,0.012786,0.013294,0.013810,0.014336,0.014872,0.015420,0.015981,0.016555,0.017143,0.017747,0.018367,0.019003,0.019658,0.020332,0.021026,0.021739,0.022475,0.023232,0.024013,0.024817,0.025647,0.026501,0.027382,0.028290,0.029225,0.030190,0.031183,0.032207,0.033261,0.034348,0.035466,0.036618,0.037803,0.039024,0.040279,0.041571,0.042899,0.044265,0.045669,0.047112,0.048595,0.050118,0.051682,0.053288,0.054936,0.056627,0.058362,0.060142,0.061967,0.063837,0.065754,0.067718,0.069730,0.071790,0.073899,0.076058,0.078268,0.080528,0.082840,0.085204,0.087621,0.090091,0.092616,0.095195,0.097829,0.100519,0.103266,0.106069,0.108930,0.111849,0.114827,0.117864,0.120961,0.124118,0.127336,0.130615,0.133956,0.137359,0.140825,0.144354,0.147947,0.151604,0.155326,0.159113,0.162965,0.166883,0.170868,0.174919,0.179038,0.183223,0.187476,0.191798,0.196188,0.200646,0.205173,0.209769,0.214435,0.219170,0.223975,0.228849,0.233794,0.238808,0.243893,0.249047,0.254272,0.259566,0.264931,0.270365,0.275869,0.281442,0.287084,0.292795,0.298574,0.304421,0.310335,0.316316,0.322363,0.328475,0.334651,0.340891,0.347193,0.353556,0.359978,0.366459,0.372997,0.379589,0.386235,0.392931,0.399675,0.406466,0.413299,0.420172,0.427081,0.434023,0.440993,0.447987,0.454999,0.462025,0.469057,0.476089,0.483114,0.490123,0.497107,0.504056,0.510957,0.517798,0.524565,0.531241,0.537808,0.544246,0.550531,0.556637,0.562534,0.568187,0.573556,0.578596,0.583255,0.587470,0.591171,0.594271,0.596673,0.598257,0.598882,0.598378,0.596538,0.593112,0.587794,0.580204,0.569876,0.556231,0.538551,0.515953,0.487368,0.451531,0.407036,0.352471,0.286747,0.209669,0.122739,0.029846
0.001213,0.002046,0.002835,0.003585,0.004300,0.004985,0.005644,0.006279,0.006895,0.007495,0.008079,0.008652,0.009215,0.009770,0.010318,0.010862,0.011403,0.011943,0.012482,0.013023,0.013566,0.014113,0.014664,0.015222,0.015787,0.016361,0.016943,0.017536,0.018140,0.018757,0.019386,0.020030,0.020689,0.021365,0.022057,0.022767,0.023495,0.024243,0.025012,0.025801,0.026613,0.027448,0.028307,0.029190,0.030098,0.031033,0.031994,0.032983,0.034001,0.035048,0.036124,0.037232,0.038371,0.039543,0.040747,0.041985,0.043258,0.044565,0.045909,0.047289,0.048707,0.050163,0.051657,0.053191,0.054765,0.056380,0.058036,0.059735,0.061476,0.063261,0.065090,0.066964,0.068883,0.070848,0.072860,0.074920,0.077027,0.079183,0.081389,0.083644,0.085950,0.088307,0.090715,0.093176,0.095690,0.098257,0.100878,0.103553,0.106284,0.109071,0.111913,0.114812,0.117769,0.120783,0.123856,0.126987,0.130177,0.133428,0.136738,0.140109,0.143541,0.147035,0.150591,0.154209,0.157889,0.161633,0.165441,0.169312,0.173247,0.177247,0.181312,0.185442,0.189637,0.193898,0.198225,0.202617,0.207076,0.211602,0.216194,0.220852,0.225577,0.230369,0.235228,0.240153,0.245145,0.250204,0.255329,0.260520,0.265778,0.271101,0.276489,0.281943,0.287460,0.293042,0.298688,0.304396,0.310166,0.315998,0.321890,0.327841,0.333850,0.339916,0.346038,0.352214,0.358442,0.364721,0.371049,0.377423,0.383841,0.390301,0.396799,0.403333,0.409899,0.416494,0.423113,0.429752,0.436406,0.443070,0.449738,0.456402,0.463057,0.469695,0.476305,0.482880,0.489408,0.495878,0.502276,0.508587,0.514796,0.520884,0.526830,0.532611,0.538202,0.543573,0.548689,0.553514,0.558004,0.562107,0.565768,0.568918,0.571482,0.573368,0.574471,0.574666,0.573807,0.571719,0.568193,0.562981,0.555782,0.546238,0.533914,0.518293,0.498757,0.474581,0.444942,0.408939,0.365672,0.314384,0.254710,0.187018,0.112794,0.034819
0.001584,0.002503,0.003378,0.004212,0.005010,0.005776,0.006513,0.007226,0.007917,0.008589,0.009245,0.009886,0.010515,0.011135,0.011746,0.012352,0.012952,0.013549,0.014145,0.014740,0.015336,0.015935,0.016537,0.017144,0.017756,0.018376,0.019004,0.019641,0.020288,0.020946,0.021616,0.022299,0.022997,0.023709,0.024437,0.025183,0.025945,0.026727,0.027528,0.028349,0.029191,0.030055,0.030942,0.031853,0.032788,0.033749,0.034735,0.035749,0.036789,0.037859,0.038957,0.040085,0.041244,0.042435,0.043657,0.044912,0.046201,0.047525,0.048883,0.050277,0.051707,0.053175,0.054681,0.056225,0.057808,0.059431,0.061095,0.062800,0.064547,0.066336,0.068169,0.070045,0.071966,0.073932,0.075944,0.078002,0.080107,0.082260,0.084461,0.086711,0.089010,0.091359,0.093758,0.096209,0.098711,0.101266,0.103873,0.106533,0.109248,0.112016,0.114840,0.117719,0.120653,0.123644,0.126692,0.129797,0.132960,0.136181,0.139461,0.142799,0.146197,0.149655,0.153173,0.156751,0.160390,0.164091,0.167853,0.171677,0.175563,0.179511,0.183522,0.187596,0.191733,0.195933,0.200197,0.204524,0.208914,0.213369,0.217887,0.222469,0.227114,0.231824,0.236597,0.241433,0.246333,0.251295,0.256321,0.261409,0.266560,0.271772,0.277045,0.282379,0.287774,0.293227,0.298740,0.304310,0.309937,0.315620,0.321358,0.327150,0.332993,0.338887,0.344830,0.350821,0.356857,0.362935,0.369055,0.375213,0.381407,0.387633,0.393888,0.400169,0.406472,0.412793,0.419126,0.425467,0.431811,0.438150,0.444480,0.450791,0.457076,0.463327,0.469534,0.475685,0.481769,0.487773,0.493682,0.499480,0.505149,0.510669,0.516017,0.521168,0.526094,0.530763,0.535138,0.539178,0.542837,0.546062,0.548791,0.550954,0.552471,0.553248,0.553177,0.552131,0.549962,0.546499,0.541536,0.534836,0.526118,0.515051,0.501251,0.484272,0.463602,0.438675,0.408881,0.373611,0.332328,0.284685,0.230690,0.170903,0.106599,0.039790
0.002005,0.003005,0.003960,0.004874,0.005751,0.006595,0.007408,0.008195,0.008958,0.009700,0.010424,0.011132,0.011826,0.012509,0.013181,0.013846,0.014504,0.015158,0.015808,0.016457,0.017105,0.017754,0.018405,0.019060,0.019719,0.020384,0.021056,0.021735,0.022424,0.023123,0.023833,0.024554,0.025289,0.026038,0.026802,0.027581,0.028377,0.029191,0.030024,0.030875,0.031747,0.032640,0.033555,0.034493,0.035454,0.036439,0.037450,0.038487,0.039550,0.040641,0.041760,0.042908,0.044086,0.045295,0.046535,0.047807,0.049111,0.050449,0.051821,0.053228,0.054671,0.056150,0.057666,0.059219,0.060811,0.062442,0.064113,0.065823,0.067575,0.069369,0.071204,0.073083,0.075005,0.076971,0.078982,0.081038,0.083140,0.085289,0.087485,0.089728,0.092020,0.094361,0.096751,0.099191,0.101681,0.104222,0.106815,0.109460,0.112158,0.114908,0.117712,0.120570,0.123483,0.126450,0.129473,0.132551,0.135686,0.138877,0.142125,0.145430,0.148794,0.152215,0.155695,0.159233,0.162831,0.166488,0.170204,0.173980,0.177817,0.181713,0.185670,0.189688,0.193766,0.197906,0.202106,0.206367,0.210689,0.215073,0.219517,0.224022,0.228588,0.233215,0.237902,0.242650,0.247458,0.252325,0.257251,0.262237,0.267281,0.272383,0.277542,0.282757,0.288028,0.293355,0.298735,0.304168,0.309653,0.315189,0.320774,0.326407,0.332086,0.337810,0.343576,0.349383,0.355228,0.361110,0.367024,0.372969,0.378941,0.384937,0.390953,0.396985,0.403029,0.409080,0.415132,0.421181,0.427220,0.433242,0.439240,0.445206,0.451131,0.457005,0.462818,0.468557,0.474210,0.479763,0.485200,0.490503,0.495652,0.500627,0.505402,0.509951,0.514245,0.518247,0.521922,0.525225,0.528107,0.530513,0.532381,0.533638,0.534202,0.533978,0.532859,0.530719,0.527414,0.522778,0.516617,0.508711,0.498802,0.486599,0.471769,0.453941,0.432706,0.407635,0.378296,0.344297,0.305346,0.261339,0.212464,0.159304,0.102909,0.044761
