0.000000,0.000000,0.000001,0.000005,0.000011,0.000021,0.000036,0.000058,0.000086,0.000123,0.000169,0.000224,0.000291,0.000371,0.000463,0.000569,0.000691,0.000829,0.000984,0.001157,0.001349,0.001562,0.001796,0.002052,0.002331,0.002635,0.002964,0.003319,0.003702,0.004113,0.004553,0.005024,0.005526,0.006060,0.006628,0.007231,0.007868,0.008542,0.009254,0.010004,0.010793,0.011623,0.012494,0.013408,0.014366,0.015367,0.016415,0.017509,0.018650,0.019840,0.021080,0.022370,0.023712,0.025107,0.026555,0.028058,0.029616,0.031231,0.032904,0.034635,0.036427,0.038278,0.040192,0.042168,0.044208,0.046313,0.048484,0.050721,0.053026,0.055400,0.057844,0.060359,0.062945,0.065604,0.068338,0.071146,0.074030,0.076990,0.080029,0.083147,0.086344,0.089623,0.092983,0.096427,0.099954,0.103567,0.107265,0.111051,0.114924,0.118887,0.122940,0.127083,0.131319,0.135648,0.140071,0.144589,0.149203,0.153914,0.158724,0.163633,0.168641,0.173751,0.178964,0.184279,0.189699,0.195224,0.200855,0.206593,0.212440,0.218396,0.224462,0.230639,0.236929,0.243332,0.249850,0.256483,0.263232,0.270098,0.277083,0.284188,0.291412,0.298759,0.306227,0.313819,0.321536,0.329378,0.337346,0.345442,0.353667,0.362021,0.370505,0.379121,0.387870,0.396752,0.405769,0.414921,0.424210,0.433637,0.443202,0.452907,0.462752,0.472739,0.482869,0.493142,0.503561,0.514124,0.524835,0.535693,0.546700,0.557857,0.569165,0.580624,0.592236,0.604002,0.615923,0.628000,0.640233,0.652624,0.665174,0.677884,0.690755,0.703788,0.716984,0.730343,0.743868,0.757558,0.771416,0.785441,0.799636,0.814000,0.828535,0.843243,0.858123,0.873178,0.888407,0.903813,0.919395,0.935156,0.951096,0.967216,0.983517,0.000000
0.005525,0.005527,0.005530,0.005535,0.005543,0.005555,0.005572,0.005595,0.005626,0.005664,0.005711,0.005768,0.005837,0.005917,0.006011,0.006118,0.006241,0.006380,0.006536,0.006710,0.006903,0.007116,0.007350,0.007606,0.007886,0.008189,0.008518,0.008873,0.009255,0.009665,0.010104,0.010573,0.011074,0.011606,0.012172,0.012772,0.013406,0.014077,0.014786,0.015532,0.016317,0.017143,0.018009,0.018918,0.019870,0.020866,0.021906,0.022994,0.024128,0.025310,0.026541,0.027822,0.029155,0.030539,0.031977,0.033468,0.035014,0.036617,0.038276,0.039994,0.041770,0.043606,0.045503,0.047463,0.049485,0.051570,0.053721,0.055938,0.058221,0.060572,0.062992,0.065482,0.068042,0.070674,0.073379,0.076157,0.079010,0.081938,0.084943,0.088026,0.091187,0.094427,0.097748,0.101150,0.104634,0.108202,0.111854,0.115590,0.119413,0.123323,0.127321,0.131408,0.135585,0.139853,0.144212,0.148664,0.153209,0.157849,0.162585,0.167416,0.172345,0.177372,0.182498,0.187724,0.193051,0.198479,0.204010,0.209644,0.215383,0.221227,0.227177,0.233233,0.239398,0.245670,0.252052,0.258544,0.265147,0.271862,0.278689,0.285629,0.292683,0.299851,0.307135,0.314535,0.322051,0.329684,0.337436,0.345305,0.353294,0.361402,0.369629,0.377977,0.386446,0.395035,0.403746,0.412578,0.421532,0.430607,0.439804,0.449123,0.458562,0.468123,0.477804,0.487604,0.497524,0.507562,0.517716,0.527985,0.538368,0.548862,0.559465,0.570174,0.580985,0.591893,0.602895,0.613984,0.625154,0.636395,0.647699,0.659053,0.670443,0.681852,0.693259,0.704638,0.715958,0.727176,0.738243,0.749092,0.759635,0.769757,0.779299,0.788039,0.795657,0.801671,0.805329,0.805382,0.799614,0.783727,0.748467,0.671284,0.489533,0.005525
0.011050,0.011053,0.011056,0.011062,0.011071,0.011084,0.011102,0.011126,0.011157,0.011196,0.011243,0.011301,0.011370,0.011451,0.011545,0.011653,0.011775,0.011914,0.012070,0.012244,0.012436,0.012649,0.012882,0.013138,0.013416,0.013719,0.014046,0.014399,0.014780,0.015188,0.015625,0.016091,0.016589,0.017119,0.017681,0.018278,0.018909,0.019576,0.020279,0.021021,0.021801,0.022621,0.023482,0.024385,0.025330,0.026319,0.027352,0.028431,0.029557,0.030730,0.031952,0.033223,0.034545,0.035919,0.037344,0.038823,0.040357,0.041946,0.043591,0.045293,0.047054,0.048873,0.050753,0.052694,0.054697,0.056763,0.058893,0.061088,0.063348,0.065675,0.068071,0.070534,0.073067,0.075671,0.078346,0.081094,0.083915,0.086810,0.089780,0.092827,0.095950,0.099151,0.102431,0.105791,0.109231,0.112753,0.116357,0.120044,0.123816,0.127672,0.131615,0.135644,0.139761,0.143966,0.148261,0.152645,0.157121,0.161689,0.166349,0.171103,0.175951,0.180894,0.185933,0.191068,0.196301,0.201632,0.207062,0.212592,0.218222,0.223952,0.229785,0.235720,0.241758,0.247899,0.254145,0.260495,0.266951,0.273513,0.280181,0.286956,0.293839,0.300829,0.307927,0.315134,0.322449,0.329873,0.337407,0.345049,0.352801,0.360663,0.368633,0.376713,0.384901,0.393197,0.401602,0.410114,0.418732,0.427456,0.436285,0.445218,0.454252,0.463386,0.472619,0.481948,0.491370,0.500882,0.510482,0.520164,0.529925,0.539759,0.549660,0.559621,0.569635,0.579692,0.589780,0.599889,0.610002,0.620104,0.630172,0.640185,0.650111,0.659918,0.669563,0.678994,0.688148,0.696946,0.705289,0.713047,0.720056,0.726094,0.730865,0.733959,0.734794,0.732521,0.725856,0.712774,0.689951,0.651673,0.587760,0.479920,0.297805,0.011049
0.016575,0.016577,0.016581,0.016587,0.016595,0.016608,0.016626,0.016649,0.016680,0.016718,0.016766,0.016823,0.016892,0.016972,0.017065,0.017172,0.017294,0.017431,0.017586,0.017758,0.017950,0.018161,0.018393,0.018647,0.018923,0.019223,0.019548,0.019899,0.020276,0.020682,0.021115,0.021579,0.022073,0.022599,0.023157,0.023749,0.024375,0.025037,0.025736,0.026471,0.027246,0.028059,0.028913,0.029809,0.030746,0.031727,0.032752,0.033822,0.034939,0.036102,0.037314,0.038574,0.039884,0.041246,0.042659,0.044125,0.045644,0.047218,0.048848,0.050535,0.052278,0.054081,0.055942,0.057864,0.059847,0.061892,0.064000,0.066172,0.068409,0.070711,0.073081,0.075517,0.078023,0.080597,0.083242,0.085958,0.088746,0.091607,0.094541,0.097551,0.100635,0.103796,0.107035,0.110351,0.113746,0.117221,0.120777,0.124414,0.128133,0.131935,0.135821,0.139792,0.143848,0.147990,0.152219,0.156536,0.160941,0.165436,0.170020,0.174695,0.179462,0.184320,0.189271,0.194316,0.199454,0.204687,0.210015,0.215439,0.220959,0.226577,0.232291,0.238104,0.244015,0.250024,0.256133,0.262342,0.268650,0.275058,0.281567,0.288177,0.294887,0.301699,0.308611,0.315625,0.322739,0.329954,0.337269,0.344685,0.352200,0.359815,0.367528,0.375339,0.383248,0.391252,0.399351,0.407543,0.415827,0.424201,0.432663,0.441211,0.449841,0.458552,0.467338,0.476198,0.485125,0.494116,0.503165,0.512265,0.521409,0.530588,0.539795,0.549017,0.558243,0.567458,0.576646,0.585789,0.594863,0.603845,0.612703,0.621402,0.629900,0.638146,0.646080,0.653626,0.660695,0.667172,0.672918,0.677753,0.681447,0.683698,0.684108,0.682137,0.677039,0.667765,0.652799,0.629907,0.595743,0.545253,0.470980,0.362834,0.210717,0.016574
0.022099,0.022101,0.022104,0.022108,0.022116,0.022127,0.022144,0.022166,0.022195,0.022232,0.022278,0.022334,0.022401,0.022480,0.022571,0.022676,0.022796,0.022932,0.023084,0.023255,0.023444,0.023652,0.023882,0.024132,0.024406,0.024703,0.025025,0.025372,0.025746,0.026147,0.026577,0.027036,0.027525,0.028046,0.028599,0.029186,0.029807,0.030463,0.031155,0.031884,0.032651,0.033457,0.034304,0.035191,0.036120,0.037092,0.038107,0.039168,0.040274,0.041426,0.042626,0.043875,0.045173,0.046521,0.047921,0.049372,0.050877,0.052436,0.054049,0.055719,0.057445,0.059229,0.061071,0.062973,0.064935,0.066958,0.069043,0.071192,0.073404,0.075681,0.078023,0.080432,0.082909,0.085453,0.088067,0.090750,0.093504,0.096330,0.099228,0.102199,0.105245,0.108365,0.111561,0.114833,0.118182,0.121610,0.125116,0.128702,0.132368,0.136115,0.139944,0.143855,0.147849,0.151928,0.156091,0.160339,0.164673,0.169094,0.173601,0.178197,0.182881,0.187654,0.192517,0.197469,0.202513,0.207647,0.212873,0.218190,0.223601,0.229104,0.234700,0.240390,0.246173,0.252050,0.258022,0.264088,0.270249,0.276504,0.282853,0.289297,0.295836,0.302468,0.309195,0.316015,0.322928,0.329934,0.337032,0.344221,0.351500,0.358869,0.366326,0.373870,0.381499,0.389212,0.397007,0.404881,0.412833,0.420859,0.428956,0.437122,0.445351,0.453641,0.461986,0.470380,0.478818,0.487293,0.495797,0.504322,0.512857,0.521392,0.529914,0.538410,0.546862,0.555251,0.563558,0.571757,0.579818,0.587710,0.595393,0.602822,0.609942,0.616688,0.622984,0.628737,0.633832,0.638131,0.641460,0.643601,0.644281,0.643144,0.639733,0.633442,0.623462,0.608701,0.587667,0.558315,0.517860,0.462617,0.388075,0.289718,0.165655,0.022098
0.027624,0.027624,0.027624,0.027627,0.027632,0.027641,0.027656,0.027676,0.027703,0.027738,0.027781,0.027835,0.027899,0.027975,0.028064,0.028166,0.028283,0.028416,0.028565,0.028732,0.028918,0.029123,0.029349,0.029596,0.029866,0.030159,0.030476,0.030819,0.031188,0.031584,0.032009,0.032463,0.032947,0.033462,0.034009,0.034589,0.035203,0.035852,0.036537,0.037258,0.038018,0.038816,0.039653,0.040531,0.041451,0.042413,0.043418,0.044468,0.045562,0.046703,0.047891,0.049127,0.050412,0.051746,0.053131,0.054567,0.056056,0.057599,0.059195,0.060847,0.062554,0.064319,0.066141,0.068022,0.069962,0.071962,0.074024,0.076148,0.078335,0.080585,0.082900,0.085280,0.087727,0.090240,0.092822,0.095472,0.098192,0.100981,0.103842,0.106775,0.109780,0.112858,0.116011,0.119238,0.122541,0.125920,0.129376,0.132910,0.136522,0.140213,0.143984,0.147835,0.151767,0.155781,0.159877,0.164056,0.168318,0.172665,0.177095,0.181611,0.186212,0.190899,0.195673,0.200533,0.205480,0.210516,0.215639,0.220850,0.226150,0.231538,0.237016,0.242582,0.248238,0.253983,0.259817,0.265741,0.271753,0.277855,0.284045,0.290323,0.296690,0.303144,0.309685,0.316312,0.323025,0.329823,0.336704,0.343667,0.350711,0.357835,0.365037,0.372315,0.379667,0.387091,0.394584,0.402143,0.409764,0.417445,0.425182,0.432969,0.440802,0.448676,0.456584,0.464519,0.472475,0.480441,0.488409,0.496368,0.504306,0.512209,0.520062,0.527846,0.535543,0.543129,0.550579,0.557862,0.564944,0.571785,0.578339,0.584551,0.590357,0.595681,0.600433,0.604506,0.607768,0.610060,0.611189,0.610912,0.608931,0.604866,0.598239,0.588436,0.574666,0.555910,0.530855,0.497827,0.454765,0.399280,0.328984,0.242309,0.140090,0.027621
0.033149,0.033146,0.033143,0.033142,0.033145,0.033151,0.033162,0.033179,0.033202,0.033234,0.033274,0.033324,0.033385,0.033457,0.033543,0.033641,0.033755,0.033883,0.034029,0.034192,0.034373,0.034574,0.034795,0.035037,0.035302,0.035590,0.035902,0.036239,0.036603,0.036993,0.037412,0.037860,0.038337,0.038845,0.039385,0.039958,0.040565,0.041206,0.041882,0.042595,0.043346,0.044134,0.044962,0.045831,0.046740,0.047691,0.048685,0.049723,0.050805,0.051934,0.053108,0.054330,0.055601,0.056920,0.058290,0.059710,0.061183,0.062708,0.064286,0.065919,0.067607,0.069351,0.071152,0.073011,0.074929,0.076906,0.078943,0.081042,0.083202,0.085425,0.087712,0.090063,0.092479,0.094961,0.097509,0.100125,0.102809,0.105562,0.108385,0.111278,0.114242,0.117278,0.120386,0.123568,0.126824,0.130154,0.133559,0.137040,0.140598,0.144232,0.147945,0.151735,0.155604,0.159553,0.163582,0.167691,0.171881,0.176152,0.180505,0.184940,0.189458,0.194058,0.198742,0.203510,0.208362,0.213297,0.218317,0.223422,0.228611,0.233885,0.239243,0.244687,0.250215,0.255827,0.261524,0.267305,0.273170,0.279118,0.285149,0.291263,0.297458,0.303734,0.310090,0.316525,0.323039,0.329629,0.336294,0.343033,0.349844,0.356725,0.363674,0.370688,0.377765,0.384902,0.392095,0.399342,0.406637,0.413977,0.421357,0.428771,0.436213,0.443677,0.451155,0.458640,0.466121,0.473589,0.481032,0.488437,0.495791,0.503077,0.510278,0.517371,0.524336,0.531144,0.537767,0.544169,0.550311,0.556148,0.561627,0.566686,0.571254,0.575246,0.578563,0.581086,0.582673,0.583154,0.582323,0.579929,0.575665,0.569152,0.559922,0.547397,0.530857,0.509420,0.482014,0.447375,0.404093,0.350757,0.286273,0.210446,0.124774,0.033143
0.038674,0.038666,0.038660,0.038655,0.038653,0.038655,0.038662,0.038675,0.038694,0.038722,0.038758,0.038803,0.038860,0.038927,0.039008,0.039102,0.039210,0.039334,0.039475,0.039633,0.039809,0.040004,0.040220,0.040456,0.040715,0.040997,0.041303,0.041634,0.041991,0.042375,0.042786,0.043227,0.043697,0.044197,0.044729,0.045294,0.045892,0.046524,0.047192,0.047895,0.048636,0.049414,0.050232,0.051089,0.051987,0.052927,0.053909,0.054934,0.056003,0.057118,0.058279,0.059486,0.060741,0.062045,0.063398,0.064802,0.066257,0.067763,0.069323,0.070936,0.072604,0.074327,0.076107,0.077943,0.079837,0.081790,0.083802,0.085874,0.088008,0.090202,0.092460,0.094781,0.097165,0.099615,0.102129,0.104710,0.107358,0.110074,0.112858,0.115711,0.118633,0.121626,0.124690,0.127825,0.131033,0.134313,0.137667,0.141095,0.144597,0.148175,0.151828,0.155557,0.159363,0.163246,0.167207,0.171245,0.175362,0.179558,0.183833,0.188187,0.192621,0.197135,0.201729,0.206404,0.211159,0.215995,0.220912,0.225910,0.230988,0.236147,0.241387,0.246707,0.252107,0.257588,0.263147,0.268786,0.274504,0.280299,0.286172,0.292121,0.298145,0.304244,0.310417,0.316661,0.322976,0.329360,0.335811,0.342328,0.348907,0.355547,0.362245,0.368998,0.375803,0.382657,0.389555,0.396493,0.403467,0.410471,0.417499,0.424546,0.431604,0.438665,0.445722,0.452764,0.459781,0.466762,0.473692,0.480559,0.487345,0.494032,0.500601,0.507027,0.513285,0.519346,0.525176,0.530737,0.535985,0.540870,0.545336,0.549314,0.552729,0.555488,0.557488,0.558602,0.558685,0.557561,0.555022,0.550817,0.544649,0.536155,0.524903,0.510373,0.491947,0.468901,0.440408,0.405567,0.363478,0.313381,0.254908,0.188427,0.115419,0.038664
0.044199,0.044186,0.044175,0.044165,0.044158,0.044155,0.044157,0.044164,0.044179,0.044201,0.044231,0.044272,0.044323,0.044385,0.044460,0.044548,0.044651,0.044769,0.044904,0.045055,0.045225,0.045414,0.045623,0.045854,0.046106,0.046381,0.046680,0.047003,0.047353,0.047729,0.048133,0.048565,0.049026,0.049518,0.050041,0.050597,0.051185,0.051808,0.052465,0.053159,0.053889,0.054656,0.055462,0.056308,0.057193,0.058120,0.059089,0.060101,0.061157,0.062257,0.063402,0.064594,0.065834,0.067121,0.068457,0.069843,0.071279,0.072767,0.074307,0.075900,0.077547,0.079248,0.081005,0.082818,0.084688,0.086615,0.088601,0.090647,0.092752,0.094918,0.097145,0.099435,0.101788,0.104204,0.106684,0.109230,0.111841,0.114518,0.117263,0.120075,0.122955,0.125904,0.128922,0.132011,0.135170,0.138400,0.141702,0.145076,0.148522,0.152042,0.155636,0.159303,0.163045,0.166862,0.170754,0.174722,0.178766,0.182886,0.187082,0.191355,0.195705,0.200132,0.204637,0.209218,0.213877,0.218613,0.223427,0.228318,0.233285,0.238330,0.243451,0.248648,0.253921,0.259270,0.264693,0.270190,0.275761,0.281404,0.287119,0.292905,0.298760,0.304683,0.310673,0.316727,0.322846,0.329025,0.335264,0.341560,0.347911,0.354312,0.360763,0.367258,0.373795,0.380369,0.386975,0.393610,0.400267,0.406940,0.413624,0.420310,0.426992,0.433660,0.440304,0.446914,0.453479,0.459985,0.466418,0.472762,0.478998,0.485108,0.491067,0.496852,0.502434,0.507780,0.512855,0.517618,0.522022,0.526014,0.529533,0.532508,0.534859,0.536492,0.537298,0.537152,0.535905,0.533384,0.529386,0.523671,0.515958,0.505917,0.493162,0.477246,0.457658,0.433829,0.405150,0.371010,0.330870,0.284382,0.231551,0.172937,0.109811,0.044185
0.049724,0.049705,0.049688,0.049672,0.049659,0.049650,0.049646,0.049647,0.049655,0.049671,0.049696,0.049730,0.049774,0.049830,0.049899,0.049981,0.050077,0.050188,0.050316,0.050460,0.050623,0.050805,0.051006,0.051229,0.051474,0.051741,0.052032,0.052347,0.052688,0.053056,0.053450,0.053874,0.054326,0.054808,0.055322,0.055867,0.056445,0.057057,0.057704,0.058386,0.059104,0.059860,0.060654,0.061486,0.062359,0.063272,0.064227,0.065225,0.066266,0.067351,0.068481,0.069656,0.070879,0.072149,0.073467,0.074834,0.076251,0.077719,0.079239,0.080811,0.082436,0.084114,0.085848,0.087636,0.089481,0.091383,0.093342,0.095360,0.097436,0.099573,0.101770,0.104028,0.106347,0.108730,0.111175,0.113684,0.116258,0.118897,0.121601,0.124371,0.127208,0.130113,0.133086,0.136126,0.139236,0.142416,0.145665,0.148985,0.152375,0.155837,0.159370,0.162976,0.166653,0.170404,0.174227,0.178124,0.182094,0.186138,0.190256,0.194448,0.198714,0.203054,0.207468,0.211956,0.216519,0.221155,0.225866,0.230650,0.235507,0.240437,0.245440,0.250515,0.255661,0.260878,0.266165,0.271522,0.276946,0.282439,0.287997,0.293620,0.299307,0.305055,0.310864,0.316732,0.322655,0.328633,0.334662,0.340740,0.346864,0.353030,0.359236,0.365477,0.371750,0.378049,0.384369,0.390705,0.397052,0.403401,0.409747,0.416081,0.422395,0.428678,0.434921,0.441112,0.447237,0.453284,0.459235,0.465073,0.470780,0.476334,0.481710,0.486881,0.491818,0.496487,0.500848,0.504860,0.508473,0.511632,0.514274,0.516326,0.517708,0.518323,0.518063,0.516804,0.514401,0.510687,0.505469,0.498524,0.489598,0.478395,0.464584,0.447792,0.427611,0.403609,0.375354,0.342453,0.304612,0.261726,0.213981,0.161958,0.106706,0.049703
